,Age,Attrition,Business_travel,Daily_rate,Distance_from_home,Education,Education_field,Employee_count,Employee_number,Environment_satisfaction,Gender,Hourly_rate,Job_involvement,Job_level,Job_role,Job_satisfaction,Marital_status,Monthly_rate,Num_companies_worked,Over_18,Over_time,Percent_salary_hike,Performance_rating,Relationship_satisfaction,Stock_option_level,Total_working_years,Training_times_last_year,Work_life_balance,Years_at_company,Years_since_last_promotion,Years_with_curr_manager,Date_birth,Remote_work
852,59,No,Travel_rarely,818.0,6.0,2,Medical,1.0,Unknown,2,Male,66.03,3,1,Human resources,3,Married,25657.0,8,Yes,Unknown,17.0,3.0,4,0,11.32,2,2.0,2,2,2,1964,No
853,32,Yes,Unknown,515.0,1.0,3,Unknown,1.0,Unknown,4,Male,62.0,2,1,Laboratory technician,3,Single,9571.0,0,Unknown,Unknown,14.0,3.0,4,0,4.0,2,1.0,3,1,2,1991,Unknown
854,39,No,Unknown,1431.0,24.0,4,Medical,1.0,332,2,Female,96.0,3,1,Laboratory technician,3,Divorced,15417.0,7,Unknown,No,14.0,3.0,3,3,7.0,1,3.0,3,1,2,1984,No
855,32,No,Non-travel,976.0,26.0,4,Marketing,1.0,Unknown,3,Male,100.0,3,2,Sales executive,4,Unknown,12069.0,0,Unknown,No,18.0,3.0,1,0,4.0,2,3.0,3,2,2,1991,Unknown
856,31,No,Unknown,1327.0,3.0,4,Medical,1.0,337,2,Male,73.0,3,3,Research director,3,Divorced,13523.0,9,Unknown,No,12.0,3.0,1,1,11.32,3,3.0,2,2,2,1992,Unknown
857,33,No,Travel_rarely,832.0,5.0,4,Life sciences,1.0,338,3,Female,63.0,2,1,Research scientist,4,Married,14776.0,1,Unknown,Unknown,13.0,3.0,3,1,2.0,2,2.0,2,0,2,1990,Yes
858,45,No,Unknown,1199.0,23.0,4,Life sciences,1.0,341,1,Male,77.0,4,2,Manufacturing director,3,Unknown,5118.0,4,Unknown,Unknown,17.0,3.0,4,1,9.0,1,3.0,3,0,2,1978,Yes
859,42,No,Unknown,916.0,17.0,2,Unknown,1.0,347,4,Female,82.0,4,2,Research scientist,1,Single,23016.0,3,Unknown,Yes,13.0,3.0,3,0,11.32,1,3.0,3,0,2,1981,Unknown
860,29,No,Unknown,1247.0,19.0,2,Marketing,1.0,349,4,Male,45.0,3,2,Sales executive,4,Divorced,10732.0,2,Unknown,No,14.0,3.0,4,1,11.32,2,3.0,3,0,2,1994,No
861,25,No,Travel_rarely,685.0,1.0,3,Unknown,1.0,350,1,Female,62.0,3,2,Manufacturing director,3,Married,7505.0,0,Yes,No,12.0,3.0,4,2,5.0,3,3.0,4,1,2,1998,No
862,32,No,Unknown,128.0,2.0,1,Unknown,1.0,362,4,Male,84.0,2,2,Laboratory technician,1,Unknown,19737.0,4,Unknown,No,13.0,3.0,4,0,9.0,5,3.0,6,0,4,1991,No
863,28,No,Travel_rarely,1158.0,9.0,3,Unknown,1.0,Unknown,4,Male,94.0,3,1,Research scientist,4,Married,2613.0,1,Unknown,No,23.0,4.0,4,1,11.32,3,2.76,5,0,4,1995,Yes
864,21,No,Travel_rarely,996.0,3.0,2,Unknown,1.0,379,4,Male,100.0,2,1,Research scientist,3,Single,10531.0,1,Yes,No,17.0,3.0,1,0,11.32,4,4.0,3,1,0,2002,No
865,37,No,Non-travel,728.0,1.0,4,Medical,1.0,380,1,Female,80.0,3,3,Research director,4,Divorced,11677.0,2,Yes,Yes,18.0,3.0,1,2,11.32,2,3.0,5,0,2,1986,No
866,38,No,Travel_rarely,688.0,23.0,4,Life sciences,1.0,393,4,Male,82.0,3,2,Healthcare representative,4,Unknown,18899.0,9,Unknown,Unknown,14.0,3.0,2,1,11.32,2,3.0,2,1,2,1985,No
867,26,Yes,Travel_rarely,1449.0,16.0,4,Medical,1.0,394,1,Male,45.0,3,1,Laboratory technician,2,Divorced,14180.0,2,Unknown,Yes,13.0,3.0,4,1,11.32,2,3.0,3,0,2,1997,No
868,49,No,Unknown,636.0,10.0,4,Life sciences,1.0,396,3,Female,66.03,3,5,Research director,1,Single,25594.0,9,Yes,Yes,11.0,3.0,4,0,11.32,4,3.0,3,1,2,1974,Unknown
869,31,No,Travel_frequently,444.0,5.0,3,Unknown,1.0,Unknown,4,Female,84.0,3,1,Sales representative,2,Divorced,3909.0,1,Unknown,Unknown,11.0,3.0,3,1,2.0,5,2.0,2,2,2,1992,Unknown
870,37,No,Travel_frequently,889.0,9.0,3,Medical,1.0,403,2,Male,53.0,3,1,Research scientist,4,Married,11411.0,1,Yes,Unknown,12.0,3.0,3,3,11.32,3,2.0,4,1,2,1986,No
871,31,No,Travel_rarely,691.0,11.0,4,Unknown,1.0,423,1,Male,86.0,3,1,Research scientist,4,Married,10077.0,0,Unknown,Unknown,12.0,3.0,3,1,11.32,4,3.0,5,0,3,1992,Yes
872,31,No,Travel_rarely,106.0,2.0,3,Human resources,1.0,424,1,Male,62.0,2,2,Human resources,1,Unknown,17822.0,3,Yes,No,12.0,3.0,4,0,11.32,1,3.0,2,1,0,1992,No
873,31,No,Unknown,802.09,2.0,4,Unknown,1.0,Unknown,3,Male,32.0,3,1,Research scientist,4,Unknown,7747.0,0,Yes,Unknown,18.0,3.0,2,1,3.0,2,1.0,2,2,2,1992,Unknown
874,52,Yes,Unknown,723.0,17.0,4,Medical,1.0,433,1,Male,85.0,2,2,Research scientist,2,Unknown,17747.0,2,Unknown,No,15.0,3.15,1,0,11.0,3,2.0,8,7,7,1971,No
875,28,Yes,Unknown,1157.0,2.0,4,Medical,1.0,440,1,Male,84.0,1,1,Research scientist,4,Married,24737.0,5,Yes,Yes,13.0,3.0,4,0,11.32,4,2.0,3,2,2,1995,Unknown
876,47,No,Travel_rarely,1482.0,5.0,5,Unknown,1.0,447,4,Male,42.0,3,5,Research director,3,Married,16375.0,4,Yes,Unknown,11.0,3.0,2,1,21.0,2,3.0,3,1,1,1976,No
877,29,No,Unknown,738.0,9.0,5,Other,1.0,455,2,Male,30.0,2,1,Laboratory technician,4,Unknown,7621.0,0,Unknown,No,17.0,3.0,3,0,4.0,2,2.76,3,2,2,1994,Unknown
878,37,No,Unknown,1192.0,5.0,2,Medical,1.0,460,4,Male,61.0,3,2,Manufacturing director,4,Unknown,23177.0,7,Yes,No,16.0,3.0,3,2,8.0,2,2.0,6,0,4,1986,Yes
879,23,No,Unknown,1309.0,26.0,1,Unknown,1.0,465,3,Male,83.0,3,1,Research scientist,4,Unknown,16092.0,1,Yes,Unknown,12.0,3.0,3,2,11.32,2,2.0,4,0,2,2000,No
880,42,No,Travel_rarely,544.0,2.0,1,Unknown,1.0,470,3,Male,52.0,3,1,Human resources,3,Divorced,24017.0,0,Yes,Yes,11.0,3.0,3,1,4.0,5,3.0,3,1,0,1981,No
881,30,No,Unknown,641.0,25.0,2,Unknown,1.0,475,4,Female,85.0,3,2,Sales executive,3,Unknown,6069.0,7,Unknown,Unknown,12.0,3.0,2,1,4.0,2,4.0,2,2,2,1993,No
882,21,Yes,Unknown,756.0,31.0,1,Unknown,1.0,478,1,Female,99.0,2,1,Sales representative,2,Single,9150.0,1,Unknown,Unknown,11.0,3.0,3,0,3.0,3,3.0,3,1,2,2002,Yes
883,57,No,Travel_rarely,593.0,1.0,4,Medical,1.0,482,4,Male,88.0,3,2,Healthcare representative,3,Unknown,2967.0,2,Unknown,No,11.0,3.0,3,0,11.32,2,3.0,3,1,2,1966,Yes
884,21,No,Unknown,895.0,9.0,2,Unknown,1.0,Unknown,1,Male,39.0,3,1,Sales representative,4,Single,2851.0,1,Unknown,Unknown,24.0,4.0,3,0,3.0,3,2.0,3,2,2,2002,Yes
885,31,No,Travel_rarely,408.0,9.0,4,Life sciences,1.0,Unknown,3,Male,42.0,2,1,Research scientist,2,Unknown,7551.0,0,Yes,Unknown,16.0,3.0,4,0,3.0,5,3.0,2,2,2,1992,Unknown
886,29,No,Unknown,1283.0,17.0,3,Unknown,1.0,495,1,Male,54.0,3,1,Research scientist,4,Unknown,18168.0,9,Unknown,No,16.0,3.15,4,0,6.0,4,3.0,3,1,2,1994,No
887,27,No,Travel_rarely,1469.0,1.0,2,Unknown,1.0,Unknown,4,Male,82.0,3,1,Laboratory technician,2,Unknown,17881.0,1,Unknown,No,11.0,3.0,2,1,5.0,2,3.0,5,0,4,1996,Yes
888,49,No,Travel_rarely,1261.0,7.0,3,Other,1.0,Unknown,2,Male,31.0,2,3,Healthcare representative,3,Single,12066.0,8,Yes,No,24.0,4.0,3,0,11.32,2,3.0,5,0,0,1974,Yes
889,36,No,Travel_rarely,329.0,2.0,3,Unknown,1.0,501,4,Female,96.0,3,1,Research scientist,3,Married,11868.0,4,Unknown,No,13.0,3.0,2,1,11.32,3,3.0,2,2,2,1987,Yes
890,34,Yes,Non-travel,1362.0,19.0,3,Marketing,1.0,502,1,Male,67.0,4,2,Sales executive,4,Unknown,4652.0,8,Unknown,Yes,13.0,3.0,2,0,11.32,3,2.0,5,0,4,1989,Yes
891,24,No,Unknown,1371.0,10.0,4,Marketing,1.0,507,4,Female,77.0,3,2,Sales executive,3,Divorced,5915.0,1,Unknown,Yes,12.0,3.0,4,1,11.32,2,4.0,5,0,3,1999,Unknown
892,42,No,Unknown,201.0,1.0,4,Unknown,1.0,517,2,Female,66.03,3,1,Laboratory technician,1,Unknown,20490.0,3,Yes,No,16.0,3.0,2,1,8.0,5,3.0,5,1,2,1981,Yes
893,54,No,Unknown,821.0,5.0,2,Medical,1.0,522,1,Male,86.0,3,5,Research director,1,Married,8509.0,4,Yes,Unknown,11.0,3.0,3,1,24.0,4,2.0,4,1,2,1969,No
894,34,No,Unknown,1381.0,4.0,4,Unknown,1.0,523,3,Female,72.0,3,2,Sales executive,3,Married,12740.0,9,Yes,No,15.0,3.0,1,1,11.32,3,3.0,3,1,2,1989,Yes
895,43,No,Unknown,313.0,21.0,3,Unknown,1.0,525,4,Male,61.0,3,1,Laboratory technician,4,Unknown,15238.0,7,Yes,Unknown,20.0,4.0,1,1,11.32,1,3.0,3,1,2,1980,Unknown
896,43,No,Travel_rarely,1473.0,8.0,4,Other,1.0,526,3,Female,74.0,3,2,Healthcare representative,3,Unknown,2227.0,4,Unknown,Yes,14.0,3.0,4,0,11.32,3,3.0,5,0,2,1980,Yes
897,31,No,Travel_rarely,329.0,1.0,2,Unknown,1.0,530,4,Male,98.0,2,1,Laboratory technician,1,Married,16193.0,1,Yes,No,12.0,3.0,3,1,4.0,3,2.76,4,3,2,1992,No
898,25,Yes,Travel_rarely,688.0,3.0,3,Medical,1.0,Unknown,1,Male,91.0,3,1,Laboratory technician,1,Married,9396.0,5,Yes,No,13.0,3.0,3,1,6.0,5,2.76,2,0,2,1998,Yes
899,45,No,Unknown,192.0,10.0,2,Life sciences,1.0,544,1,Male,69.0,3,1,Research scientist,4,Married,9655.0,3,Unknown,No,21.0,3.15,4,2,8.0,3,2.0,2,0,2,1978,Yes
900,52,No,Travel_rarely,1490.0,4.0,2,Life sciences,1.0,Unknown,4,Female,66.03,3,4,Manager,4,Married,10310.0,2,Yes,No,13.0,3.0,4,0,31.0,2,1.0,5,1,4,1971,No
901,34,Yes,Travel_frequently,296.0,6.0,2,Unknown,1.0,555,4,Female,33.0,1,1,Sales representative,3,Unknown,12253.0,0,Unknown,No,16.0,3.0,4,1,3.0,3,2.0,2,1,0,1989,Unknown
902,26,No,Travel_rarely,1349.0,23.0,3,Life sciences,1.0,Unknown,1,Female,90.0,3,1,Research scientist,4,Divorced,3032.0,1,Unknown,No,22.0,4.0,2,2,11.32,3,1.0,3,0,2,1997,Yes
903,29,No,Unknown,986.0,3.0,4,Unknown,1.0,564,2,Male,93.0,2,3,Research director,3,Unknown,21526.0,1,Unknown,No,18.0,3.0,3,0,11.32,2,3.0,10,0,7,1994,Yes
904,29,Yes,Unknown,408.0,25.0,5,Technical degree,1.0,Unknown,3,Female,71.0,2,1,Research scientist,2,Married,18300.0,5,Yes,No,16.0,3.0,2,0,6.0,2,4.0,2,1,1,1994,No
905,46,No,Unknown,1009.0,2.0,3,Life sciences,1.0,Unknown,1,Male,51.0,3,4,Research director,3,Married,2288.0,6,Yes,No,13.0,3.0,3,0,11.32,2,1.0,3,0,1,1977,No
906,46,No,Unknown,1125.0,10.0,3,Marketing,1.0,580,3,Female,94.0,2,3,Sales executive,4,Unknown,11563.0,2,Yes,Unknown,19.0,3.0,3,1,15.0,3,3.0,3,1,2,1977,No
907,30,No,Travel_rarely,413.0,7.0,1,Marketing,1.0,585,4,Male,57.0,3,1,Sales representative,2,Single,18398.0,0,Yes,Unknown,14.0,3.0,1,0,11.32,3,3.0,3,1,2,1993,Unknown
908,34,Yes,Travel_frequently,988.0,23.0,3,Unknown,1.0,Unknown,2,Female,43.0,3,3,Human resources,1,Divorced,11533.0,9,Unknown,Yes,15.0,3.0,3,3,11.32,2,3.0,3,0,2,1989,No
909,42,No,Unknown,1474.0,5.0,2,Other,1.0,591,2,Male,97.0,3,1,Laboratory technician,3,Married,9260.0,4,Unknown,No,17.0,3.0,4,1,11.32,4,2.76,2,2,0,1981,Yes
910,22,Yes,Unknown,1368.0,25.0,1,Technical degree,1.0,593,3,Male,99.0,2,1,Laboratory technician,3,Single,9129.0,5,Yes,No,16.0,3.0,3,0,4.0,3,3.0,2,1,2,2001,Yes
911,29,No,Travel_rarely,232.0,19.0,3,Technical degree,1.0,611,4,Male,34.0,3,2,Manufacturing director,4,Divorced,22645.0,4,Yes,No,12.0,3.0,2,2,8.0,2,4.0,3,1,2,1994,Yes
912,46,No,Travel_frequently,1034.0,18.0,1,Medical,1.0,624,1,Female,86.0,3,3,Healthcare representative,3,Married,8984.0,5,Unknown,No,11.0,3.0,4,0,11.32,3,2.0,2,1,2,1977,Yes
913,32,Yes,Unknown,1474.0,11.0,4,Other,1.0,631,4,Male,66.03,4,2,Sales executive,3,Unknown,23914.0,8,Unknown,Unknown,12.0,3.0,4,0,11.32,2,3.0,4,1,2,1991,Yes
914,24,No,Unknown,802.09,24.0,3,Medical,1.0,632,4,Male,38.0,3,1,Sales representative,4,Unknown,5530.0,0,Unknown,No,13.0,3.0,3,2,3.0,3,3.0,2,2,1,1999,No
915,35,No,Travel_rarely,538.0,25.0,2,Unknown,1.0,652,1,Male,54.0,2,2,Laboratory technician,4,Single,14004.0,4,Yes,No,14.0,3.0,4,0,11.32,3,3.0,3,0,2,1988,No
916,42,No,Unknown,622.0,2.0,4,Life sciences,1.0,659,3,Female,81.0,3,2,Healthcare representative,4,Married,5718.0,1,Yes,No,13.0,3.0,2,2,10.0,4,3.0,10,2,2,1981,Yes
917,48,No,Travel_rarely,1236.0,1.0,4,Unknown,1.0,664,4,Female,40.0,2,4,Manager,1,Married,17997.0,7,Unknown,No,11.0,3.0,1,1,21.0,3,1.0,3,0,2,1975,Yes
918,44,No,Travel_rarely,1112.0,1.0,4,Unknown,1.0,665,1,Female,50.0,2,2,Human resources,3,Unknown,26894.0,4,Unknown,No,11.0,3.15,2,0,10.0,1,4.0,2,0,2,1979,Unknown
919,34,No,Unknown,204.0,14.0,3,Unknown,1.0,666,3,Female,31.0,3,1,Sales representative,3,Unknown,2912.0,1,Unknown,Yes,18.0,3.0,4,2,8.0,3,3.0,8,0,6,1989,Unknown
920,21,No,Unknown,1343.0,22.0,1,Technical degree,1.0,Unknown,3,Male,49.0,3,1,Sales representative,3,Unknown,24444.0,1,Unknown,Unknown,11.0,3.15,3,0,11.32,2,3.0,3,1,2,2002,Unknown
921,44,No,Travel_rarely,1315.0,3.0,4,Unknown,1.0,671,4,Male,35.0,3,5,Manager,4,Unknown,9358.0,4,Yes,Unknown,12.0,3.0,1,1,26.0,2,4.0,2,0,1,1979,Yes
922,22,No,Travel_rarely,802.09,6.0,1,Medical,1.0,675,1,Male,69.0,3,1,Research scientist,3,Married,12145.0,0,Yes,Unknown,20.0,4.0,4,0,11.32,3,3.0,2,2,2,2001,Unknown
923,26,No,Travel_rarely,991.0,6.0,3,Unknown,1.0,686,3,Female,71.0,3,1,Laboratory technician,4,Unknown,17759.0,1,Yes,Yes,13.0,3.15,3,1,11.32,2,3.0,3,0,2,1997,No
924,36,No,Unknown,913.0,9.0,2,Medical,1.0,699,2,Male,48.0,2,2,Manufacturing director,2,Unknown,13934.0,2,Yes,Yes,11.0,3.0,3,1,13.0,2,3.0,3,0,2,1987,Yes
925,27,No,Unknown,1115.0,3.0,4,Medical,1.0,Unknown,1,Male,54.0,2,1,Research scientist,4,Single,15174.0,0,Yes,Unknown,13.0,3.0,4,0,5.0,0,3.0,4,1,1,1996,Unknown
926,23,No,Travel_rarely,885.0,4.0,3,Unknown,1.0,705,1,Male,58.0,4,1,Research scientist,1,Unknown,8544.0,2,Unknown,Unknown,16.0,3.0,1,1,5.0,3,4.0,3,0,2,2000,No
927,25,No,Unknown,810.0,8.0,3,Life sciences,1.0,707,4,Male,57.0,4,2,Sales executive,2,Unknown,15678.0,0,Unknown,No,22.0,4.0,3,1,4.0,4,3.0,3,1,2,1998,No
928,48,No,Unknown,817.0,14.0,1,Unknown,1.0,712,1,Male,56.0,4,2,Sales executive,2,Married,18597.0,3,Yes,Unknown,12.0,3.0,4,0,11.32,3,3.0,2,2,2,1975,Yes
929,24,Yes,Travel_rarely,693.0,3.0,2,Life sciences,1.0,Unknown,1,Female,65.0,3,2,Sales executive,3,Single,24785.0,9,Unknown,No,14.0,3.0,1,0,11.32,3,3.0,2,2,0,1999,Yes
930,60,No,Travel_rarely,1179.0,16.0,4,Unknown,1.0,732,1,Male,84.0,3,2,Sales executive,1,Single,11924.0,8,Yes,No,14.0,3.0,4,0,10.0,1,3.0,2,2,2,1963,No
931,50,No,Unknown,316.0,8.0,4,Marketing,1.0,738,4,Male,54.0,3,1,Sales representative,2,Married,9983.0,7,Unknown,No,15.0,3.0,4,1,4.0,2,3.0,2,2,2,1973,Unknown
932,44,No,Non-travel,381.0,24.0,3,Unknown,1.0,744,1,Male,49.0,1,1,Laboratory technician,3,Single,2104.0,2,Unknown,Unknown,14.0,3.0,3,0,9.0,5,3.0,5,1,4,1979,No
933,47,No,Travel_frequently,217.0,3.0,3,Unknown,1.0,746,4,Female,49.0,3,4,Sales executive,3,Divorced,10225.0,9,Yes,Yes,12.0,3.0,4,2,28.0,2,2.0,22,11,13,1976,Yes
934,42,Yes,Unknown,933.0,19.0,3,Unknown,1.0,752,3,Male,57.0,4,1,Research scientist,3,Divorced,20366.0,6,Unknown,Unknown,12.0,3.0,4,0,11.32,2,3.0,2,2,2,1981,Yes
935,43,No,Travel_frequently,775.0,15.0,3,Life sciences,1.0,754,4,Male,47.0,2,2,Sales executive,4,Married,23683.0,3,Yes,Unknown,18.0,3.15,3,1,7.0,5,3.0,2,2,2,1980,Unknown
936,40,No,Unknown,804.0,2.0,1,Unknown,1.0,Unknown,4,Female,86.0,2,1,Research scientist,4,Single,22929.0,0,Unknown,Unknown,20.0,4.0,4,0,5.0,2,2.0,4,2,3,1983,No
937,29,No,Unknown,1090.0,10.0,3,Unknown,1.0,Unknown,4,Male,83.0,3,1,Sales representative,2,Unknown,17967.0,1,Yes,No,14.0,3.0,4,2,11.32,2,3.0,2,2,2,1994,No
938,53,No,Unknown,346.0,6.0,3,Unknown,1.0,769,4,Male,86.0,3,2,Laboratory technician,4,Single,10919.0,2,Yes,Unknown,17.0,3.0,4,0,19.0,4,3.0,2,2,2,1970,No
939,23,No,Travel_rarely,310.0,12.0,1,Medical,1.0,Unknown,1,Male,79.0,4,1,Research scientist,3,Single,19630.0,1,Yes,Unknown,18.0,3.0,4,0,11.32,3,3.0,2,0,2,2000,No
940,55,Yes,Unknown,725.0,2.0,3,Medical,1.0,Unknown,4,Male,78.0,3,5,Manager,1,Unknown,21199.0,5,Unknown,Yes,13.0,3.0,4,1,24.0,2,3.0,5,1,4,1968,No
941,26,No,Travel_frequently,575.0,1.0,2,Life sciences,1.0,792,1,Female,71.0,1,1,Laboratory technician,4,Unknown,5288.0,3,Unknown,No,14.0,3.0,1,1,11.32,2,3.0,2,2,0,1997,Yes
942,34,No,Travel_rarely,182.0,1.0,4,Unknown,1.0,797,2,Female,72.0,4,1,Research scientist,4,Single,13551.0,2,Unknown,No,16.0,3.0,3,0,11.32,2,3.0,4,1,3,1989,No
943,27,No,Unknown,829.0,8.0,1,Marketing,1.0,800,3,Male,84.0,3,2,Sales executive,4,Married,24008.0,0,Yes,Unknown,19.0,3.0,2,1,5.0,3,3.0,4,1,1,1996,Yes
944,35,No,Travel_rarely,384.0,8.0,4,Unknown,1.0,Unknown,1,Female,72.0,3,1,Sales representative,4,Unknown,20317.0,1,Unknown,No,16.0,3.0,2,1,3.0,1,2.0,3,0,2,1988,Unknown
945,30,No,Travel_rarely,921.0,18.0,3,Unknown,1.0,806,4,Male,38.0,1,1,Laboratory technician,3,Married,24375.0,3,Yes,No,21.0,3.15,3,2,7.0,2,3.0,2,0,2,1993,Yes
946,34,No,Unknown,1111.0,8.0,2,Unknown,1.0,Unknown,3,Female,93.0,3,2,Sales executive,1,Unknown,13305.0,5,Yes,No,17.0,3.0,2,1,11.32,1,3.0,3,1,2,1989,Yes
947,52,No,Travel_rarely,1325.0,25.0,4,Life sciences,1.0,813,2,Female,82.0,3,2,Laboratory technician,3,Unknown,21821.0,8,Yes,Unknown,20.0,4.0,2,1,9.0,3,3.0,5,1,4,1971,Yes
948,33,Yes,Travel_rarely,118.0,16.0,3,Marketing,1.0,819,1,Female,69.0,3,2,Sales executive,1,Single,26507.0,5,Yes,Unknown,15.0,3.0,3,0,11.32,3,3.0,3,0,2,1990,No
949,35,No,Travel_rarely,1258.0,20.0,4,Unknown,1.0,Unknown,1,Female,40.0,4,1,Research scientist,3,Single,13301.0,3,Yes,No,13.0,3.0,3,0,7.0,0,3.0,2,2,2,1988,No
950,28,Yes,Unknown,890.0,2.0,4,Unknown,1.0,Unknown,3,Male,66.03,3,1,Research scientist,3,Single,16374.0,6,Yes,No,17.0,3.0,4,0,5.0,3,2.0,2,2,1,1995,Yes
951,36,No,Travel_rarely,1041.0,13.0,3,Human resources,1.0,Unknown,3,Male,36.0,3,1,Human resources,2,Married,25527.0,4,Yes,Unknown,13.0,3.0,2,1,11.32,2,3.0,5,0,4,1987,Yes
952,34,No,Travel_frequently,702.0,16.0,4,Unknown,1.0,838,3,Female,100.0,2,1,Research scientist,4,Single,8306.0,1,Unknown,No,16.0,3.0,3,0,6.0,3,3.0,5,1,3,1989,Unknown
953,34,No,Unknown,829.0,3.0,2,Unknown,1.0,847,3,Male,66.03,3,1,Human resources,4,Unknown,2243.0,0,Unknown,Unknown,19.0,3.0,3,1,4.0,1,1.0,3,0,2,1989,No
954,44,No,Travel_rarely,625.0,4.0,3,Unknown,1.0,852,4,Male,50.0,3,2,Healthcare representative,2,Single,5197.0,9,Yes,Unknown,12.0,3.0,4,0,10.0,2,2.0,5,2,3,1979,Yes
955,32,No,Unknown,802.09,13.0,4,Life sciences,1.0,859,2,Male,73.0,3,2,Sales executive,4,Divorced,9250.0,2,Unknown,Unknown,11.0,3.0,3,1,8.0,3,2.0,5,0,3,1991,Unknown
956,53,No,Unknown,661.0,7.0,2,Unknown,1.0,Unknown,1,Female,78.0,2,3,Sales executive,4,Married,20715.0,7,Yes,Yes,18.0,3.0,4,1,35.0,3,3.0,5,0,4,1970,No
957,22,No,Unknown,802.09,1.0,2,Life sciences,1.0,872,4,Male,66.03,2,2,Manufacturing director,4,Unknown,19146.0,6,Unknown,Unknown,22.0,4.0,1,2,4.0,2,1.0,2,2,2,2001,No
958,44,No,Travel_rarely,986.0,8.0,4,Life sciences,1.0,874,1,Male,62.0,4,1,Laboratory technician,4,Unknown,5044.0,2,Unknown,Yes,24.0,4.0,3,1,10.0,2,2.0,3,0,2,1979,No
959,35,Yes,Travel_frequently,802.09,25.0,4,Life sciences,1.0,881,4,Female,96.0,3,1,Research scientist,2,Divorced,16612.0,1,Yes,Unknown,19.0,3.0,1,1,10.0,3,2.0,10,7,8,1988,Unknown
960,25,No,Unknown,583.0,4.0,1,Unknown,1.0,885,3,Male,87.0,2,2,Sales executive,1,Unknown,18154.0,1,Yes,No,12.0,3.0,1,0,5.0,1,4.0,5,0,3,1998,No
961,49,No,Travel_rarely,1418.0,1.0,3,Technical degree,1.0,Unknown,3,Female,36.0,3,1,Research scientist,1,Unknown,10554.0,2,Unknown,No,16.0,3.0,2,1,7.0,2,3.0,4,0,2,1974,No
962,24,No,Non-travel,1269.0,19.0,1,Life sciences,1.0,888,1,Male,66.03,2,1,Laboratory technician,4,Unknown,10778.0,0,Unknown,Unknown,17.0,3.0,4,0,11.32,2,2.0,5,3,4,1999,No
963,38,No,Travel_rarely,395.0,9.0,3,Marketing,1.0,893,2,Male,98.0,2,1,Sales representative,2,Unknown,12102.0,0,Unknown,Unknown,19.0,3.0,4,1,3.0,3,3.0,2,1,2,1985,Yes
964,29,Yes,Travel_rarely,341.0,1.0,3,Medical,1.0,896,2,Female,48.0,2,1,Sales representative,3,Unknown,23522.0,6,Yes,Yes,19.0,3.0,3,3,5.0,3,3.0,3,0,2,1994,No
965,43,No,Travel_frequently,802.09,1.0,3,Life sciences,1.0,902,4,Female,33.0,3,2,Healthcare representative,4,Married,21782.0,4,Yes,Unknown,13.0,3.0,2,1,12.0,2,2.0,5,2,2,1980,Yes
966,28,No,Travel_rarely,821.0,5.0,4,Medical,1.0,916,1,Male,98.0,3,2,Sales executive,4,Single,24252.0,1,Unknown,Unknown,14.0,3.0,2,0,4.0,3,3.0,4,0,2,1995,No
967,20,Yes,Travel_rarely,500.0,2.0,3,Unknown,1.0,922,3,Female,49.0,2,1,Sales representative,3,Single,22052.0,1,Yes,Unknown,13.0,3.0,4,0,2.0,3,2.0,2,0,2,2003,Yes
968,47,No,Unknown,1454.0,2.0,4,Life sciences,1.0,925,4,Female,65.0,2,1,Sales representative,4,Single,13137.0,1,Unknown,Yes,18.0,3.0,1,0,3.0,3,2.0,3,1,2,1976,Yes
969,22,Yes,Travel_rarely,617.0,3.0,1,Life sciences,1.0,Unknown,2,Female,34.0,3,2,Manufacturing director,3,Married,10022.0,0,Yes,Yes,19.0,3.0,1,1,4.0,3,4.0,3,0,2,2001,Unknown
970,28,No,Unknown,995.0,9.0,3,Medical,1.0,930,3,Female,77.0,3,1,Research scientist,3,Divorced,9834.0,5,Unknown,No,18.0,3.0,2,1,6.0,2,3.0,2,2,2,1995,Yes
971,39,Yes,Unknown,1122.0,6.0,3,Medical,1.0,Unknown,4,Male,70.0,3,1,Laboratory technician,1,Married,4303.0,7,Unknown,Unknown,21.0,4.0,4,0,11.32,2,1.0,2,2,2,1984,Yes
972,33,No,Travel_rarely,1198.0,1.0,4,Unknown,1.0,939,3,Male,100.0,2,1,Research scientist,1,Single,3339.0,3,Yes,Unknown,11.0,3.0,2,0,11.32,1,3.0,3,0,2,1990,No
973,36,No,Travel_rarely,188.0,7.0,4,Other,1.0,Unknown,2,Male,65.0,3,1,Research scientist,4,Single,23293.0,2,Yes,Unknown,18.0,3.0,3,0,8.0,6,3.0,6,0,1,1987,Yes
974,35,No,Travel_rarely,1219.0,48.0,3,Unknown,1.0,975,3,Female,86.0,3,2,Sales executive,3,Unknown,6179.0,1,Unknown,Unknown,16.0,3.0,2,0,5.0,3,3.0,5,1,0,1988,Yes
975,31,Yes,Unknown,335.0,9.0,2,Medical,1.0,991,3,Male,46.0,2,1,Research scientist,1,Single,10322.0,0,Unknown,Yes,22.0,4.0,1,0,4.0,0,3.0,3,1,2,1992,No
976,33,No,Travel_rarely,461.0,13.0,1,Life sciences,1.0,995,2,Female,53.0,3,1,Research scientist,4,Single,17241.0,3,Yes,Unknown,18.0,3.0,1,0,5.0,4,3.0,3,0,2,1990,No
